Date,SKU,Units_Sold,Revenue,Price,Promotion,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Margin_Percentage,Product_Age_Days,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Snapshot_Date,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2024-01-30,SKU009,19,44400.91,2336.89,0,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,-33.55613657467831,1239,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU010,14,9288.44,663.46,0,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,-486.1785186748259,1357,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU011,1,1444.56,1444.56,0,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,-18.95663731516863,881,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU012,30,263381.1,8779.37,0,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,85.68359688679254,387,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU013,12,69093.36,5757.78,0,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,31.627988565037217,651,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU014,21,47685.75,2270.75,0,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,11.546845755807553,623,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU015,4,24848.48,6212.12,0,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,12.412187787743958,671,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU016,10,21668.2,2166.82,0,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,-67.89257990972945,596,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU017,18,152591.76,8477.32,0,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,20.92713263153921,896,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU018,23,128234.43,5575.41,0,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,-1.8230049449278167,1320,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU019,20,96397.0,4819.85,0,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,44.58665726111808,537,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU020,16,62360.64,3897.54,0,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,-71.90355968123482,965,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU021,7,53978.96,7711.28,0,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,15.87751968544781,910,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU022,9,41373.27,4597.03,0,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,29.237790486466263,1053,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU023,14,19834.36,1416.74,0,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,-75.37021612998856,1260,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU024,9,15919.83,1768.87,0,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,-213.15698722913496,441,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU025,1,11558.01,11558.01,0,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,88.46618059683284,601,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU026,25,273488.5,10939.54,0,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,83.55241628075768,752,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU027,33,281047.8,8516.6,0,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,96.3945706032924,1018,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU028,5,17420.45,3484.09,0,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,-82.21859940472261,555,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU029,15,174636.75,11642.45,0,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,53.59576377824254,861,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU030,2,18867.02,9433.51,0,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,39.417777688262376,973,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU031,11,95875.23,8715.93,0,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,27.71109910244805,965,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU032,8,44900.72,5612.59,0,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,32.17747955934782,1211,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU033,15,53370.0,3558.0,0,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,-30.908937605396293,1359,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU034,20,30362.8,1518.14,0,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,12.16686208123098,850,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU035,24,260884.56,10870.19,0,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,89.53458955179255,484,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU036,5,28435.0,5687.0,0,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,4.516968524705469,1390,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU037,20,54948.4,2747.42,0,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,-41.98775578542778,516,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU038,10,39491.0,3949.1,0,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,-17.25659010913879,550,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU039,6,42713.7,7118.95,0,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,13.207144312012304,1156,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU040,15,36758.4,2450.56,0,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,-110.9342354400627,766,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU041,10,103367.3,10336.73,0,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,56.07663158465008,1279,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU042,19,174777.77,9198.83,0,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,50.16909759175896,627,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU043,20,174915.4,8745.77,0,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,70.20719730795572,690,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU044,10,54122.8,5412.28,0,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,90.96794696504983,1071,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU045,30,230303.4,7676.78,0,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,52.655149685154456,1386,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU046,11,78930.94,7175.54,0,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,73.33956747506112,393,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU047,15,119073.3,7938.22,0,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,56.9664232031866,970,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU048,8,11036.4,1379.55,0,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,-397.5441267079845,478,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU049,21,109690.77,5223.37,0,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,60.503850962118335,715,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-30,SKU050,3,2648.16,882.72,0,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,20.49007612833061,604,2024,1,Q1,5,Tuesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU001,7,25648.35,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,52.00802390797068,1362,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU002,9,34251.21,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,-1.6133736589159915,609,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU003,5,40391.15,8078.23,0,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,92.70285693772028,740,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,78.92989505317296,978,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU005,11,104425.42,9493.22,0,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,41.60432392802443,984,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU006,6,48636.24,8106.04,0,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,25.71082797518887,516,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU007,33,168764.97,5114.09,0,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,-51.506915208766365,1366,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU008,18,177167.52,9842.64,0,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,71.80482065787228,693,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU009,18,42064.02,2336.89,0,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,-33.55613657467831,1239,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU010,21,13932.66,663.46,0,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,-486.1785186748259,1357,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU011,2,2889.12,1444.56,0,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,-18.95663731516863,881,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU012,22,193146.14,8779.37,0,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,85.68359688679254,387,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU013,10,57577.8,5757.78,0,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,31.627988565037217,651,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU014,19,43144.25,2270.75,0,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,11.546845755807553,623,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU015,2,12424.24,6212.12,0,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,12.412187787743958,671,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU016,16,34669.12,2166.82,0,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,-67.89257990972945,596,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU017,18,152591.76,8477.32,0,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,20.92713263153921,896,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU018,16,89206.56,5575.41,0,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,-1.8230049449278167,1320,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU019,18,86757.3,4819.85,0,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,44.58665726111808,537,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU020,13,50668.02,3897.54,0,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,-71.90355968123482,965,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU021,8,61690.24,7711.28,0,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,15.87751968544781,910,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU022,8,36776.24,4597.03,0,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,29.237790486466263,1053,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU023,19,26918.06,1416.74,0,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,-75.37021612998856,1260,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU024,15,26533.05,1768.87,0,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,-213.15698722913496,441,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU025,2,23116.02,11558.01,0,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,88.46618059683284,601,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU026,19,207851.26,10939.54,0,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,83.55241628075768,752,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU027,28,238464.8,8516.6,0,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,96.3945706032924,1018,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU028,3,10452.27,3484.09,0,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,-82.21859940472261,555,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU029,12,139709.4,11642.45,0,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,53.59576377824254,861,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU030,9,84901.59,9433.51,0,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,39.417777688262376,973,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU031,23,200466.39,8715.93,0,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,27.71109910244805,965,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU032,11,61738.49,5612.59,0,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,32.17747955934782,1211,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU033,12,42696.0,3558.0,0,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,-30.908937605396293,1359,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU034,25,37953.5,1518.14,0,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,12.16686208123098,850,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU035,19,206533.61,10870.19,0,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,89.53458955179255,484,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU036,8,45496.0,5687.0,0,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,4.516968524705469,1390,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU037,22,60443.24,2747.42,0,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,-41.98775578542778,516,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU038,8,31592.8,3949.1,0,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,-17.25659010913879,550,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU039,3,21356.85,7118.95,0,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,13.207144312012304,1156,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU040,15,36758.4,2450.56,0,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,-110.9342354400627,766,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU041,11,113704.03,10336.73,0,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,56.07663158465008,1279,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU042,16,147181.28,9198.83,0,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,50.16909759175896,627,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU043,26,227390.02,8745.77,0,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,70.20719730795572,690,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU044,12,64947.36,5412.28,0,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,90.96794696504983,1071,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU045,28,214949.84,7676.78,0,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,52.655149685154456,1386,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU046,9,64579.86,7175.54,0,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,73.33956747506112,393,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU047,15,119073.3,7938.22,0,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,56.9664232031866,970,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU048,2,2759.1,1379.55,0,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,-397.5441267079845,478,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU049,16,83573.92,5223.37,0,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,60.503850962118335,715,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-01-31,SKU050,3,2648.16,882.72,0,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,20.49007612833061,604,2024,1,Q1,5,Wednesday,0,Winter,,0,,,,,,,,
2024-02-01,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,52.00802390797068,1362,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,918.0,496.0,3.0,246.0,346.0,3351902.58
2024-02-01,SKU002,16,60891.04,3805.69,0,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,-1.6133736589159915,609,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,277.0,465.0,4.0,154.0,234.0,1566324.2
2024-02-01,SKU003,5,40391.15,8078.23,0,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,92.70285693772028,740,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,309.0,257.0,11.0,39.0,177.0,1899988.47
2024-02-01,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,78.92989505317296,978,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,168.0,422.0,5.0,141.0,236.0,208803.84
2024-02-01,SKU005,18,170877.96,9493.22,0,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,41.60432392802443,984,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,401.0,292.0,10.0,161.0,373.0,2980404.43
2024-02-01,SKU006,9,72954.36,8106.04,0,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,25.71082797518887,516,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,464.0,145.0,9.0,63.0,212.0,3074649.6
2024-02-01,SKU007,25,127852.25,5114.09,0,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,-51.506915208766365,1366,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,282.0,685.0,13.0,143.0,390.0,1282544.46
2024-02-01,SKU008,19,187010.16,9842.64,0,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,71.80482065787228,693,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,186.0,157.0,10.0,128.0,376.0,1239530.04
2024-02-01,SKU009,15,35053.35,2336.89,0,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,-33.55613657467831,1239,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,94.0,252.0,14.0,72.0,218.0,281772.52
2024-02-01,SKU010,15,9951.9,663.46,0,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,-486.1785186748259,1357,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,100.0,131.0,13.0,24.0,69.0,717169.0
2024-02-01,SKU011,4,5778.24,1444.56,0,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,-18.95663731516863,881,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,596.0,324.0,13.0,139.0,466.0,2304785.64
2024-02-01,SKU012,27,237042.99,8779.37,0,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,85.68359688679254,387,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,67.0,83.0,13.0,13.0,56.0,96864.58
2024-02-01,SKU013,13,74851.14,5757.78,0,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,31.627988565037217,651,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,269.0,157.0,10.0,25.0,104.0,2084265.8
2024-02-01,SKU014,22,49956.5,2270.75,0,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,11.546845755807553,623,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,383.0,1.0,8.0,98.0,241.0,1195365.98
2024-02-01,SKU015,7,43484.84,6212.12,0,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,12.412187787743958,671,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,607.0,325.0,10.0,120.0,297.0,762932.23
2024-02-01,SKU016,12,26001.84,2166.82,0,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,-67.89257990972945,596,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,299.0,121.0,11.0,66.0,173.0,600556.45
2024-02-01,SKU017,14,118682.48,8477.32,0,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,20.92713263153921,896,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,218.0,315.0,7.0,85.0,175.0,1461310.68
2024-02-01,SKU018,28,156111.48,5575.41,0,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,-1.8230049449278167,1320,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,645.0,236.0,5.0,130.0,222.0,1722691.8
2024-02-01,SKU019,16,77117.6,4819.85,0,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,44.58665726111808,537,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,163.0,199.0,11.0,25.0,111.0,530232.48
2024-02-01,SKU020,15,58463.1,3897.54,0,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,-71.90355968123482,965,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,643.0,650.0,7.0,204.0,468.0,3561795.62
2024-02-01,SKU021,9,69401.52,7711.28,0,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,15.87751968544781,910,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,194.0,11.0,13.0,46.0,137.0,59569.64
2024-02-01,SKU022,4,18388.12,4597.03,0,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,29.237790486466263,1053,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,394.0,205.0,14.0,45.0,218.0,2128620.46
2024-02-01,SKU023,18,25501.32,1416.74,0,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,-75.37021612998856,1260,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,46.0,153.0,14.0,61.0,183.0,175103.6
2024-02-01,SKU024,14,24764.18,1768.87,0,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,-213.15698722913496,441,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,165.0,251.0,7.0,67.0,172.0,220015.95
2024-02-01,SKU025,2,23116.02,11558.01,0,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,88.46618059683284,601,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,532.0,517.0,8.0,211.0,489.0,2075332.0
2024-02-01,SKU026,21,229730.34,10939.54,0,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,83.55241628075768,752,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,146.0,65.0,11.0,31.0,101.0,902096.04
2024-02-01,SKU027,23,195881.8,8516.6,0,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,96.3945706032924,1018,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,568.0,306.0,7.0,69.0,198.0,2603632.48
2024-02-01,SKU028,4,13936.36,3484.09,0,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,-82.21859940472261,555,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,711.0,290.0,8.0,104.0,272.0,347565.24
2024-02-01,SKU029,9,104782.05,11642.45,0,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,53.59576377824254,861,2024,2,Q1,5,Thursday,0,Winter,,0,,2024-02-01,429.0,569.0,5.0,190.0,333.0,1465506.9
